CODE,GUBUN,YEAR,DETAIL_INDEX,INDICATOR
1,C,2017,0.291,12
1,C,2018,0.216,12
1,C,2019,0.311,12
2,C,2008,0.145,12
2,C,2009,0.315,12
2,C,2010,0.367,12
2,C,2011,0.335,12
2,C,2012,0.303,12
2,C,2013,0.23,12
2,C,2014,0.338,12
2,C,2015,0.266,12
2,C,2016,0.238,12
2,C,2017,0.221,12
2,C,2018,0.339,12
2,C,2019,0.447,12
3,C,2008,0.213,12
3,C,2009,0.185,12
3,C,2010,0.256,12
3,C,2011,0.392,12
3,C,2012,0.428,12
3,C,2013,0.323,12
3,C,2014,0.378,12
3,C,2015,0.418,12
3,C,2016,0.165,12
3,C,2017,0.237,12
3,C,2018,0.207,12
3,C,2019,0.375,12
4,C,2008,0,12
4,C,2009,0.131,12
4,C,2010,0.255,12
4,C,2011,0.399,12
4,C,2012,0.46,12
4,C,2013,0.392,12
4,C,2014,0.352,12
4,C,2015,0.363,12
4,C,2016,0.195,12
4,C,2017,0.183,12
4,C,2018,0.165,12
4,C,2019,0.183,12
5,C,2008,0.633,12
5,C,2009,0.571,12
5,C,2010,0.506,12
5,C,2011,0.495,12
5,C,2012,0.603,12
5,C,2013,0.74,12
5,C,2014,0.693,12
5,C,2015,0.633,12
5,C,2016,0.59,12
5,C,2017,0.388,12
5,C,2018,0.335,12
5,C,2019,0.434,12
6,C,2008,0.61,12
6,C,2009,0.587,12
6,C,2010,0.698,12
6,C,2011,0.783,12
6,C,2012,0.773,12
6,C,2013,0.647,12
6,C,2014,0.571,12
6,C,2015,0.56,12
6,C,2016,0.58,12
6,C,2017,0.568,12
6,C,2018,0.438,12
6,C,2019,0.5,12
7,C,2008,1,12
7,C,2009,1,12
7,C,2010,1,12
7,C,2011,0.841,12
7,C,2012,0.983,12
7,C,2013,1,12
7,C,2014,1,12
7,C,2015,1,12
7,C,2016,1,12
7,C,2017,0.644,12
7,C,2018,0.473,12
7,C,2019,0.518,12
8,C,2017,1,12
8,C,2018,1,12
8,C,2019,1,12
9,C,2008,0.769,12
9,C,2009,0.832,12
9,C,2010,0.967,12
9,C,2011,0.937,12
9,C,2012,0.781,12
9,C,2013,0.746,12
9,C,2014,0.717,12
9,C,2015,0.628,12
9,C,2016,0.722,12
9,C,2017,0.526,12
9,C,2018,0.474,12
9,C,2019,0.439,12
10,C,2008,0.629,12
10,C,2009,0.359,12
10,C,2010,0.334,12
10,C,2011,0.541,12
10,C,2012,0.708,12
10,C,2013,0.692,12
10,C,2014,0.596,12
10,C,2015,0.49,12
10,C,2016,0.588,12
10,C,2017,0.326,12
10,C,2018,0.229,12
10,C,2019,0.271,12
11,C,2008,0.684,12
11,C,2009,0.688,12
11,C,2010,0.671,12
11,C,2011,0.752,12
11,C,2012,0.753,12
11,C,2013,0.686,12
11,C,2014,0.532,12
11,C,2015,0.513,12
11,C,2016,0.69,12
11,C,2017,0.517,12
11,C,2018,0.539,12
11,C,2019,0.525,12
12,C,2008,0.694,12
12,C,2009,0.88,12
12,C,2010,0.976,12
12,C,2011,1,12
12,C,2012,0.916,12
12,C,2013,0.921,12
12,C,2014,0.916,12
12,C,2015,0.825,12
12,C,2016,0.884,12
12,C,2017,0.501,12
12,C,2018,0.573,12
12,C,2019,0.577,12
13,C,2008,0.305,12
13,C,2009,0.149,12
13,C,2010,0.305,12
13,C,2011,0.38,12
13,C,2012,0.506,12
13,C,2013,0.46,12
13,C,2014,0.441,12
13,C,2015,0.275,12
13,C,2016,0.378,12
13,C,2017,0.22,12
13,C,2018,0.104,12
13,C,2019,0.185,12
14,C,2008,0.129,12
14,C,2009,0.161,12
14,C,2010,0.298,12
14,C,2011,0.37,12
14,C,2012,0.283,12
14,C,2013,0.38,12
14,C,2014,0.329,12
14,C,2015,0.186,12
14,C,2016,0.068,12
14,C,2017,0.037,12
14,C,2018,0.006,12
14,C,2019,0.06,12
15,C,2008,0.704,12
15,C,2009,0.515,12
15,C,2010,0.459,12
15,C,2011,0.586,12
15,C,2012,0.665,12
15,C,2013,0.583,12
15,C,2014,0.649,12
15,C,2015,0.617,12
15,C,2016,0.625,12
15,C,2017,0.463,12
15,C,2018,0.393,12
15,C,2019,0.391,12
16,C,2008,0.758,12
16,C,2009,0.836,12
16,C,2010,0.891,12
16,C,2011,0.936,12
16,C,2012,1,12
16,C,2013,0.967,12
16,C,2014,0.902,12
16,C,2015,0.873,12
16,C,2016,0.849,12
16,C,2017,0.635,12
16,C,2018,0.559,12
16,C,2019,0.489,12
17,C,2008,0.143,12
17,C,2009,0,12
17,C,2010,0,12
17,C,2011,0,12
17,C,2012,0,12
17,C,2013,0,12
17,C,2014,0,12
17,C,2015,0,12
17,C,2016,0,12
17,C,2017,0,12
17,C,2018,0,12
17,C,2019,0,12
0,C,2008,0.436,3
0,C,2009,0.4555,3
0,C,2010,0.492,3
0,C,2011,0.488,3
0,C,2012,0.498,3
0,C,2013,0.5105,3
0,C,2014,0.515,3
0,C,2015,0.5005,3
0,C,2016,0.519,3
0,C,2017,0.4735,3
0,C,2018,0.4705,3
0,C,2019,0.473,3
1,C,2008,0.725,3
1,C,2009,0.7385,3
1,C,2010,0.733,3
1,C,2011,0.7395,3
1,C,2012,0.747,3
1,C,2013,0.7595,3
1,C,2014,0.7655,3
1,C,2015,0.766,3
1,C,2016,0.7705,3
1,C,2017,0.7205,3
1,C,2018,0.6975,3
1,C,2019,0.745,3
2,C,2008,0.3795,3
2,C,2009,0.427,3
2,C,2010,0.441,3
2,C,2011,0.3855,3
2,C,2012,0.402,3
2,C,2013,0.4435,3
2,C,2014,0.4735,3
2,C,2015,0.446,3
2,C,2016,0.507,3
2,C,2017,0.447,3
2,C,2018,0.462,3
2,C,2019,0.3965,3
3,C,2008,0.3655,3
3,C,2009,0.4145,3
3,C,2010,0.464,3
3,C,2011,0.469,3
3,C,2012,0.4845,3
3,C,2013,0.4985,3
3,C,2014,0.492,3
3,C,2015,0.49,3
3,C,2016,0.447,3
3,C,2017,0.4635,3
3,C,2018,0.4685,3
3,C,2019,0.5225,3
4,C,2008,0.381,3
4,C,2009,0.4165,3
4,C,2010,0.4455,3
4,C,2011,0.4205,3
4,C,2012,0.418,3
4,C,2013,0.4215,3
4,C,2014,0.3765,3
4,C,2015,0.4,3
4,C,2016,0.41,3
4,C,2017,0.4085,3
4,C,2018,0.3875,3
4,C,2019,0.386,3
5,C,2008,0.5945,3
5,C,2009,0.5875,3
5,C,2010,0.586,3
5,C,2011,0.5395,3
5,C,2012,0.546,3
5,C,2013,0.5705,3
5,C,2014,0.5895,3
5,C,2015,0.5865,3
5,C,2016,0.6045,3
5,C,2017,0.5075,3
5,C,2018,0.541,3
5,C,2019,0.534,3
6,C,2008,0.7085,3
6,C,2009,0.6545,3
6,C,2010,0.6505,3
6,C,2011,0.6545,3
6,C,2012,0.6795,3
6,C,2013,0.6545,3
6,C,2014,0.631,3
6,C,2015,0.696,3
6,C,2016,0.728,3
6,C,2017,0.616,3
6,C,2018,0.595,3
6,C,2019,0.5455,3
7,C,2008,0.274,3
7,C,2009,0.2955,3
7,C,2010,0.367,3
7,C,2011,0.3475,3
7,C,2012,0.356,3
7,C,2013,0.406,3
7,C,2014,0.371,3
7,C,2015,0.344,3
7,C,2016,0.3365,3
7,C,2017,0.361,3
7,C,2018,0.3345,3
7,C,2019,0.3115,3
8,C,2017,0.806,3
8,C,2018,0.821,3
8,C,2019,0.8365,3
9,C,2008,0.5325,3
9,C,2009,0.552,3
9,C,2010,0.634,3
9,C,2011,0.6245,3
9,C,2012,0.6535,3
9,C,2013,0.6135,3
9,C,2014,0.6275,3
9,C,2015,0.6095,3
9,C,2016,0.646,3
9,C,2017,0.551,3
9,C,2018,0.5555,3
9,C,2019,0.5575,3
10,C,2008,0.28,3
10,C,2009,0.226,3
10,C,2010,0.274,3
10,C,2011,0.2715,3
10,C,2012,0.298,3
10,C,2013,0.322,3
10,C,2014,0.3285,3
10,C,2015,0.277,3
10,C,2016,0.2815,3
10,C,2017,0.241,3
10,C,2018,0.2575,3
10,C,2019,0.2395,3
11,C,2008,0.173,3
11,C,2009,0.2515,3
11,C,2010,0.3065,3
11,C,2011,0.3065,3
11,C,2012,0.266,3
11,C,2013,0.275,3
11,C,2014,0.227,3
11,C,2015,0.2535,3
11,C,2016,0.395,3
11,C,2017,0.3445,3
11,C,2018,0.296,3
11,C,2019,0.305,3
12,C,2008,0.1455,3
12,C,2009,0.1865,3
12,C,2010,0.2515,3
12,C,2011,0.2125,3
12,C,2012,0.2145,3
12,C,2013,0.24,3
12,C,2014,0.3375,3
12,C,2015,0.3045,3
12,C,2016,0.3425,3
12,C,2017,0.2505,3
12,C,2018,0.2905,3
12,C,2019,0.269,3
13,C,2008,0.197,3
13,C,2009,0.207,3
13,C,2010,0.274,3
13,C,2011,0.3055,3
13,C,2012,0.3645,3
13,C,2013,0.398,3
13,C,2014,0.4065,3
13,C,2015,0.371,3
13,C,2016,0.3705,3
13,C,2017,0.334,3
13,C,2018,0.298,3
13,C,2019,0.2565,3
14,C,2008,0.1135,3
14,C,2009,0.1215,3
14,C,2010,0.1275,3
14,C,2011,0.1335,3
14,C,2012,0.139,3
14,C,2013,0.145,3
14,C,2014,0.147,3
14,C,2015,0.1445,3
14,C,2016,0.1505,3
14,C,2017,0.1835,3
14,C,2018,0.2195,3
14,C,2019,0.218,3
15,C,2008,0.1455,3
15,C,2009,0.131,3
15,C,2010,0.143,3
15,C,2011,0.1815,3
15,C,2012,0.198,3
15,C,2013,0.229,3
15,C,2014,0.232,3
15,C,2015,0.162,3
15,C,2016,0.163,3
15,C,2017,0.1725,3
15,C,2018,0.174,3
15,C,2019,0.183,3
16,C,2008,0.1785,3
16,C,2009,0.2635,3
16,C,2010,0.2765,3
16,C,2011,0.2695,3
16,C,2012,0.251,3
16,C,2013,0.3675,3
16,C,2014,0.3825,3
16,C,2015,0.3265,3
16,C,2016,0.3195,3
16,C,2017,0.3115,3
16,C,2018,0.331,3
16,C,2019,0.295,3
17,C,2008,0.27,3
17,C,2009,0.2615,3
17,C,2010,0.34,3
17,C,2011,0.346,3
17,C,2012,0.3135,3
17,C,2013,0.3355,3
17,C,2014,0.31,3
17,C,2015,0.3015,3
17,C,2016,0.3505,3
17,C,2017,0.3095,3
17,C,2018,0.288,3
17,C,2019,0.2715,3
0,C,2008,0.503,13
0,C,2009,0.528,13
0,C,2010,0.595,13
0,C,2011,0.576,13
0,C,2012,0.585,13
0,C,2013,0.599,13
0,C,2014,0.6,13
0,C,2015,0.563,13
0,C,2016,0.591,13
0,C,2017,0.492,13
0,C,2018,0.474,13
0,C,2019,0.472,13
1,C,2008,1,13
1,C,2009,1,13
1,C,2010,1,13
1,C,2011,1,13
1,C,2012,1,13
1,C,2013,1,13
1,C,2014,1,13
1,C,2015,1,13
1,C,2016,1,13
1,C,2017,0.89,13
1,C,2018,0.825,13
1,C,2019,0.907,13
2,C,2008,0.371,13
2,C,2009,0.448,13
2,C,2010,0.484,13
2,C,2011,0.391,13
2,C,2012,0.415,13
2,C,2013,0.488,13
2,C,2014,0.516,13
2,C,2015,0.456,13
2,C,2016,0.557,13
2,C,2017,0.435,13
2,C,2018,0.441,13
2,C,2019,0.316,13
3,C,2008,0.338,13
3,C,2009,0.429,13
3,C,2010,0.51,13
3,C,2011,0.497,13
3,C,2012,0.517,13
3,C,2013,0.547,13
3,C,2014,0.529,13
3,C,2015,0.494,13
3,C,2016,0.416,13
3,C,2017,0.44,13
3,C,2018,0.45,13
3,C,2019,0.539,13
4,C,2008,0.43,13
4,C,2009,0.491,13
4,C,2010,0.542,13
4,C,2011,0.49,13
4,C,2012,0.476,13
4,C,2013,0.477,13
4,C,2014,0.394,13
4,C,2015,0.418,13
4,C,2016,0.436,13
4,C,2017,0.414,13
4,C,2018,0.36,13
4,C,2019,0.337,13
5,C,2008,0.709,13
5,C,2009,0.699,13
5,C,2010,0.712,13
5,C,2011,0.609,13
5,C,2012,0.612,13
5,C,2013,0.651,13
5,C,2014,0.684,13
5,C,2015,0.665,13
5,C,2016,0.705,13
5,C,2017,0.508,13
5,C,2018,0.564,13
5,C,2019,0.528,13
6,C,2008,0.947,13
6,C,2009,0.834,13
6,C,2010,0.837,13
6,C,2011,0.841,13
6,C,2012,0.884,13
6,C,2013,0.82,13
6,C,2014,0.774,13
6,C,2015,0.88,13
6,C,2016,0.94,13
6,C,2017,0.702,13
6,C,2018,0.664,13
6,C,2019,0.585,13
7,C,2008,0.219,13
7,C,2009,0.258,13
7,C,2010,0.386,13
7,C,2011,0.331,13
7,C,2012,0.327,13
7,C,2013,0.424,13
7,C,2014,0.348,13
7,C,2015,0.285,13
7,C,2016,0.268,13
7,C,2017,0.304,13
7,C,2018,0.251,13
7,C,2019,0.187,13
8,C,2017,1,13
8,C,2018,1,13
8,C,2019,1,13
9,C,2008,0.669,13
9,C,2009,0.693,13
9,C,2010,0.837,13
9,C,2011,0.801,13
9,C,2012,0.85,13
9,C,2013,0.779,13
9,C,2014,0.806,13
9,C,2015,0.759,13
9,C,2016,0.819,13
9,C,2017,0.634,13
9,C,2018,0.63,13
9,C,2019,0.627,13
10,C,2008,0.252,13
10,C,2009,0.166,13
10,C,2010,0.255,13
10,C,2011,0.238,13
10,C,2012,0.279,13
10,C,2013,0.308,13
10,C,2014,0.303,13
10,C,2015,0.209,13
10,C,2016,0.195,13
10,C,2017,0.12,13
10,C,2018,0.123,13
10,C,2019,0.093,13
11,C,2008,0.066,13
11,C,2009,0.196,13
11,C,2010,0.294,13
11,C,2011,0.285,13
11,C,2012,0.204,13
11,C,2013,0.209,13
11,C,2014,0.116,13
11,C,2015,0.158,13
11,C,2016,0.409,13
11,C,2017,0.293,13
11,C,2018,0.199,13
11,C,2019,0.202,13
12,C,2008,0.033,13
12,C,2009,0.092,13
12,C,2010,0.209,13
12,C,2011,0.132,13
12,C,2012,0.129,13
12,C,2013,0.151,13
12,C,2014,0.323,13
12,C,2015,0.253,13
12,C,2016,0.322,13
12,C,2017,0.147,13
12,C,2018,0.218,13
12,C,2019,0.171,13
13,C,2008,0.106,13
13,C,2009,0.117,13
13,C,2010,0.235,13
13,C,2011,0.278,13
13,C,2012,0.381,13
13,C,2013,0.436,13
13,C,2014,0.439,13
13,C,2015,0.367,13
13,C,2016,0.342,13
13,C,2017,0.251,13
13,C,2018,0.194,13
13,C,2019,0.119,13
14,C,2008,0,13
14,C,2009,0.006,13
14,C,2010,0,13
14,C,2011,0,13
14,C,2012,0,13
14,C,2013,0,13
14,C,2014,0,13
14,C,2015,0,13
14,C,2016,0.007,13
14,C,2017,0.047,13
14,C,2018,0.095,13
14,C,2019,0.083,13
15,C,2008,0.02,13
15,C,2009,0,13
15,C,2010,0.02,13
15,C,2011,0.086,13
15,C,2012,0.102,13
15,C,2013,0.14,13
15,C,2014,0.135,13
15,C,2015,0,13
15,C,2016,0,13
15,C,2017,0,13
15,C,2018,0,13
15,C,2019,0,13
16,C,2008,0.073,13
16,C,2009,0.221,13
16,C,2010,0.235,13
16,C,2011,0.212,13
16,C,2012,0.163,13
16,C,2013,0.366,13
16,C,2014,0.381,13
16,C,2015,0.266,13
16,C,2016,0.248,13
16,C,2017,0.215,13
16,C,2018,0.246,13
16,C,2019,0.187,13
17,C,2008,0.166,13
17,C,2009,0.16,13
17,C,2010,0.314,13
17,C,2011,0.291,13
17,C,2012,0.231,13
17,C,2013,0.273,13
17,C,2014,0.219,13
17,C,2015,0.19,13
17,C,2016,0.262,13
17,C,2017,0.162,13
17,C,2018,0.095,13
17,C,2019,0.067,13
0,C,2008,0.369,14
0,C,2009,0.383,14
0,C,2010,0.389,14
0,C,2011,0.4,14
0,C,2012,0.411,14
0,C,2013,0.422,14
0,C,2014,0.43,14
0,C,2015,0.438,14
0,C,2016,0.447,14
0,C,2017,0.455,14
0,C,2018,0.467,14
0,C,2019,0.474,14
1,C,2008,0.45,14
1,C,2009,0.477,14
1,C,2010,0.466,14
1,C,2011,0.479,14
1,C,2012,0.494,14
1,C,2013,0.519,14
1,C,2014,0.531,14
1,C,2015,0.532,14
1,C,2016,0.541,14
1,C,2017,0.551,14
1,C,2018,0.57,14
1,C,2019,0.583,14
2,C,2008,0.388,14
2,C,2009,0.406,14
2,C,2010,0.398,14
2,C,2011,0.38,14
2,C,2012,0.389,14
2,C,2013,0.399,14
2,C,2014,0.431,14
2,C,2015,0.436,14
2,C,2016,0.457,14
2,C,2017,0.459,14
2,C,2018,0.483,14
2,C,2019,0.477,14
3,C,2008,0.393,14
3,C,2009,0.4,14
3,C,2010,0.418,14
3,C,2011,0.441,14
3,C,2012,0.452,14
3,C,2013,0.45,14
3,C,2014,0.455,14
3,C,2015,0.486,14
3,C,2016,0.478,14
3,C,2017,0.487,14
3,C,2018,0.487,14
3,C,2019,0.506,14
4,C,2008,0.332,14
4,C,2009,0.342,14
4,C,2010,0.349,14
4,C,2011,0.351,14
4,C,2012,0.36,14
4,C,2013,0.366,14
4,C,2014,0.359,14
4,C,2015,0.382,14
4,C,2016,0.384,14
4,C,2017,0.403,14
4,C,2018,0.415,14
4,C,2019,0.435,14
5,C,2008,0.48,14
5,C,2009,0.476,14
5,C,2010,0.46,14
5,C,2011,0.47,14
5,C,2012,0.48,14
5,C,2013,0.49,14
5,C,2014,0.495,14
5,C,2015,0.508,14
5,C,2016,0.504,14
5,C,2017,0.507,14
5,C,2018,0.518,14
5,C,2019,0.54,14
6,C,2008,0.47,14
6,C,2009,0.475,14
6,C,2010,0.464,14
6,C,2011,0.468,14
6,C,2012,0.475,14
6,C,2013,0.489,14
6,C,2014,0.488,14
6,C,2015,0.512,14
6,C,2016,0.516,14
6,C,2017,0.53,14
6,C,2018,0.526,14
6,C,2019,0.506,14
7,C,2008,0.329,14
7,C,2009,0.333,14
7,C,2010,0.348,14
7,C,2011,0.364,14
7,C,2012,0.385,14
7,C,2013,0.388,14
7,C,2014,0.394,14
7,C,2015,0.403,14
7,C,2016,0.405,14
7,C,2017,0.418,14
7,C,2018,0.418,14
7,C,2019,0.436,14
8,C,2017,0.612,14
8,C,2018,0.642,14
8,C,2019,0.673,14
9,C,2008,0.396,14
9,C,2009,0.411,14
9,C,2010,0.431,14
9,C,2011,0.448,14
9,C,2012,0.457,14
9,C,2013,0.448,14
9,C,2014,0.449,14
9,C,2015,0.46,14
9,C,2016,0.473,14
9,C,2017,0.468,14
9,C,2018,0.481,14
9,C,2019,0.488,14
10,C,2008,0.308,14
10,C,2009,0.286,14
10,C,2010,0.293,14
10,C,2011,0.305,14
10,C,2012,0.317,14
10,C,2013,0.336,14
10,C,2014,0.354,14
10,C,2015,0.345,14
10,C,2016,0.368,14
10,C,2017,0.362,14
10,C,2018,0.392,14
10,C,2019,0.386,14
11,C,2008,0.28,14
11,C,2009,0.307,14
11,C,2010,0.319,14
11,C,2011,0.328,14
11,C,2012,0.328,14
11,C,2013,0.341,14
11,C,2014,0.338,14
11,C,2015,0.349,14
11,C,2016,0.381,14
11,C,2017,0.396,14
11,C,2018,0.393,14
11,C,2019,0.408,14
12,C,2008,0.258,14
12,C,2009,0.281,14
12,C,2010,0.294,14
12,C,2011,0.293,14
12,C,2012,0.3,14
12,C,2013,0.329,14
12,C,2014,0.352,14
12,C,2015,0.356,14
12,C,2016,0.363,14
12,C,2017,0.354,14
12,C,2018,0.363,14
12,C,2019,0.367,14
13,C,2008,0.288,14
13,C,2009,0.297,14
13,C,2010,0.313,14
13,C,2011,0.333,14
13,C,2012,0.348,14
13,C,2013,0.36,14
13,C,2014,0.374,14
13,C,2015,0.375,14
13,C,2016,0.399,14
13,C,2017,0.417,14
13,C,2018,0.402,14
13,C,2019,0.394,14
14,C,2008,0.227,14
14,C,2009,0.237,14
14,C,2010,0.255,14
14,C,2011,0.267,14
14,C,2012,0.278,14
14,C,2013,0.29,14
14,C,2014,0.294,14
14,C,2015,0.289,14
14,C,2016,0.294,14
14,C,2017,0.32,14
14,C,2018,0.344,14
14,C,2019,0.353,14
15,C,2008,0.271,14
15,C,2009,0.262,14
15,C,2010,0.266,14
15,C,2011,0.277,14
15,C,2012,0.294,14
15,C,2013,0.318,14
15,C,2014,0.329,14
15,C,2015,0.324,14
15,C,2016,0.326,14
15,C,2017,0.345,14
15,C,2018,0.348,14
15,C,2019,0.366,14
16,C,2008,0.284,14
16,C,2009,0.306,14
16,C,2010,0.318,14
16,C,2011,0.327,14
16,C,2012,0.339,14
16,C,2013,0.369,14
16,C,2014,0.384,14
16,C,2015,0.387,14
16,C,2016,0.391,14
16,C,2017,0.408,14
16,C,2018,0.416,14
16,C,2019,0.403,14
17,C,2008,0.374,14
17,C,2009,0.363,14
17,C,2010,0.366,14
17,C,2011,0.401,14
17,C,2012,0.396,14
17,C,2013,0.398,14
17,C,2014,0.401,14
17,C,2015,0.413,14
17,C,2016,0.439,14
17,C,2017,0.457,14
17,C,2018,0.481,14
17,C,2019,0.476,14
0,C,2008,0.469,4
0,C,2009,0.543,4
0,C,2010,0.507,4
0,C,2011,0.339,4
0,C,2012,0.435,4
0,C,2013,0.432,4
0,C,2014,0.45,4
0,C,2015,0.471,4
0,C,2016,0.476,4
0,C,2017,0.447,4
0,C,2018,0.494,4
0,C,2019,0.512,4
1,C,2008,0.75,4
1,C,2009,0.574,4
1,C,2010,0.5,4
1,C,2011,0.498,4
1,C,2012,0.6,4
1,C,2013,0.56,4
1,C,2014,0.556,4
1,C,2015,0.564,4
1,C,2016,0.579,4
1,C,2017,0.466,4
1,C,2018,0.476,4
1,C,2019,0.5,4
2,C,2008,0.363,4
2,C,2009,0.452,4
2,C,2010,0.526,4
2,C,2011,0.39,4
2,C,2012,0.43,4
2,C,2013,0.411,4
2,C,2014,0.419,4
2,C,2015,0.441,4
2,C,2016,0.412,4
2,C,2017,0.368,4
2,C,2018,0.305,4
2,C,2019,0.441,4
3,C,2008,0.38,4
3,C,2009,0.3,4
3,C,2010,0.262,4
3,C,2011,0.125,4
3,C,2012,0.1,4
3,C,2013,0.164,4
3,C,2014,0.253,4
3,C,2015,0.356,4
3,C,2016,0.409,4
3,C,2017,0.394,4
3,C,2018,0.475,4
3,C,2019,0.392,4
4,C,2008,0.582,4
4,C,2009,0.614,4
4,C,2010,0.636,4
4,C,2011,0.628,4
4,C,2012,0.542,4
4,C,2013,0.486,4
4,C,2014,0.478,4
4,C,2015,0.492,4
4,C,2016,0.461,4
4,C,2017,0.461,4
4,C,2018,0.668,4
4,C,2019,0.65,4
5,C,2008,0.086,4
5,C,2009,0.238,4
5,C,2010,0.238,4
5,C,2011,0.083,4
5,C,2012,0.232,4
5,C,2013,0.294,4
5,C,2014,0.362,4
5,C,2015,0.463,4
5,C,2016,0.512,4
5,C,2017,0.484,4
5,C,2018,0.405,4
5,C,2019,0.374,4
6,C,2008,0.369,4
6,C,2009,0.46,4
6,C,2010,0.418,4
6,C,2011,0.406,4
6,C,2012,0.368,4
6,C,2013,0.286,4
6,C,2014,0.29,4
6,C,2015,0.276,4
6,C,2016,0.291,4
6,C,2017,0.36,4
6,C,2018,0.455,4
6,C,2019,0.548,4
7,C,2008,0.414,4
7,C,2009,0.8,4
7,C,2010,0.444,4
7,C,2011,0.625,4
7,C,2012,0.498,4
7,C,2013,0.5,4
7,C,2014,0.5,4
7,C,2015,0.5,4
7,C,2016,0.5,4
7,C,2017,0.55,4
7,C,2018,0.5,4
7,C,2019,0.654,4
8,C,2017,0.634,4
8,C,2018,0.564,4
8,C,2019,0.552,4
9,C,2008,0.508,4
9,C,2009,0.577,4
9,C,2010,0.574,4
9,C,2011,0.434,4
9,C,2012,0.454,4
9,C,2013,0.428,4
9,C,2014,0.446,4
9,C,2015,0.496,4
9,C,2016,0.516,4
9,C,2017,0.479,4
9,C,2018,0.572,4
9,C,2019,0.549,4
10,C,2008,0.38,4
10,C,2009,0.295,4
10,C,2010,0.37,4
10,C,2011,0.222,4
10,C,2012,0.294,4
10,C,2013,0.244,4
10,C,2014,0.24,4
10,C,2015,0.248,4
10,C,2016,0.225,4
10,C,2017,0.365,4
10,C,2018,0.485,4
10,C,2019,0.292,4
11,C,2008,0.498,4
11,C,2009,0.501,4
11,C,2010,0.544,4
11,C,2011,0.498,4
11,C,2012,0.611,4
11,C,2013,0.594,4
11,C,2014,0.598,4
11,C,2015,0.638,4
11,C,2016,0.652,4
11,C,2017,0.636,4
11,C,2018,0.552,4
11,C,2019,0.568,4
12,C,2008,0.626,4
12,C,2009,0.55,4
12,C,2010,0.658,4
12,C,2011,0.486,4
12,C,2012,0.434,4
12,C,2013,0.492,4
12,C,2014,0.528,4
12,C,2015,0.572,4
12,C,2016,0.614,4
12,C,2017,0.58,4
12,C,2018,0.664,4
12,C,2019,0.656,4
13,C,2008,0.358,4
13,C,2009,0.422,4
13,C,2010,0.366,4
13,C,2011,0.553,4
13,C,2012,0.379,4
13,C,2013,0.372,4
13,C,2014,0.416,4
13,C,2015,0.472,4
13,C,2016,0.494,4
13,C,2017,0.48,4
13,C,2018,0.518,4
13,C,2019,0.532,4
14,C,2008,0.232,4
14,C,2009,0.289,4
14,C,2010,0.28,4
14,C,2011,0.312,4
14,C,2012,0.422,4
14,C,2013,0.402,4
14,C,2014,0.46,4
14,C,2015,0.522,4
14,C,2016,0.542,4
14,C,2017,0.427,4
14,C,2018,0.333,4
14,C,2019,0.475,4
15,C,2008,0.319,4
15,C,2009,0.3,4
15,C,2010,0.459,4
15,C,2011,0.155,4
15,C,2012,0.297,4
15,C,2013,0.319,4
15,C,2014,0.357,4
15,C,2015,0.404,4
15,C,2016,0.431,4
15,C,2017,0.4,4
15,C,2018,0.458,4
15,C,2019,0.535,4
16,C,2008,0.644,4
16,C,2009,0.652,4
16,C,2010,0.66,4
16,C,2011,0.541,4
16,C,2012,0.456,4
16,C,2013,0.456,4
16,C,2014,0.488,4
16,C,2015,0.543,4
16,C,2016,0.556,4
16,C,2017,0.532,4
16,C,2018,0.562,4
16,C,2019,0.619,4
17,C,2008,0.25,4
17,C,2009,0.224,4
17,C,2010,0.375,4
17,C,2011,0.178,4
17,C,2012,0.23,4
17,C,2013,0.295,4
17,C,2014,0.33,4
17,C,2015,0.391,4
17,C,2016,0.448,4
17,C,2017,0.5,4
17,C,2018,0.372,4
17,C,2019,0.416,4
0,C,2008,0.5,15
0,C,2009,0.6,15
0,C,2010,0.5,15
0,C,2011,0.25,15
0,C,2012,0.4,15
0,C,2013,0.404,15
0,C,2014,0.415,15
0,C,2015,0.418,15
0,C,2016,0.421,15
0,C,2017,0.32,15
0,C,2018,0.412,15
0,C,2019,0.426,15
1,C,2008,0.5,15
1,C,2009,0.2,15
1,C,2010,0,15
1,C,2011,0,15
1,C,2012,0.2,15
1,C,2013,0.212,15
1,C,2014,0.226,15
1,C,2015,0.255,15
1,C,2016,0.263,15
1,C,2017,0,15
1,C,2018,0.02,15
1,C,2019,0,15
2,C,2008,0.5,15
2,C,2009,0.6,15
2,C,2010,0.75,15
2,C,2011,0.5,15
2,C,2012,0.6,15
2,C,2013,0.577,15
2,C,2014,0.585,15
2,C,2015,0.6,15
2,C,2016,0.579,15
2,C,2017,0.46,15
2,C,2018,0.294,15
2,C,2019,0.611,15
3,C,2008,0.75,15
3,C,2009,0.6,15
3,C,2010,0.5,15
3,C,2011,0.25,15
3,C,2012,0.2,15
3,C,2013,0.327,15
3,C,2014,0.453,15
3,C,2015,0.6,15
3,C,2016,0.702,15
3,C,2017,0.68,15
3,C,2018,0.843,15
3,C,2019,0.722,15
4,C,2008,1,15
4,C,2009,1,15
4,C,2010,1,15
4,C,2011,1,15
4,C,2012,0.8,15
4,C,2013,0.731,15
4,C,2014,0.698,15
4,C,2015,0.673,15
4,C,2016,0.614,15
4,C,2017,0.58,15
4,C,2018,1,15
4,C,2019,1,15
5,C,2008,0,15
